tweetID,followers,listed,followings,verified,Total_favourite_count,tweet_favorite_count
882856060691726000,76,2,5,0,9129,0
882856058095628000,301,20,372,0,497,0
882856055348376000,1062,25,64,0,9066,10
882856047601488000,5559,65,1106,0,42344,0
882856044925510000,74,0,176,0,2657,0
882856044551995000,53,2,42,0,3555,0
882856037363089000,551,12,73,0,67094,0
882856035677077000,110,7,102,0,2254,0
882856031599985000,182,6,232,0,619,0
882856029481980000,4369,142,667,0,8468,0
882856028269756000,438,54,677,0,3693,0
882856028194263000,359,98,369,0,156,0
882856027745640000,1851,79,341,0,9403,0
882856024113394000,446,20,918,0,6402,0
882856023358194000,3,0,94,0,65,1
882856022963966000,3239,100,909,0,1738,2
882856021244490000,6,0,33,0,10,0
882856015519130000,322,4,195,0,219,0
882856009886294000,257,2,154,0,132586,1
882856001174745000,1361,36,624,0,35816,0
882855996472926000,584,80,250,0,44953,0
882855996195983000,198,1,75,0,11364,0
882855991791976000,37,0,28,0,507,0
882855989770375000,68,0,53,0,2,0
882855988994335000,35,0,88,0,524,0
882855988411236000,4,0,30,0,32,0
882855987337585000,6362,21,104,0,828,0
882855986326852000,360,5,1265,0,18,0
882855983134921000,92,0,662,0,454,0
882855982111568000,560,21,245,0,4728,0
882855979942986000,20,2,85,0,212,0
882855977472623000,2906,57,626,0,38823,1
882855971596272000,36,0,47,0,592,0
882855968593334000,551,12,73,0,67094,0
882855964730429000,1679,189,843,0,7,0
882855958568817000,77,5,451,0,1473,0
882855953640473000,419,0,562,0,3408,0
882855950708654000,533,108,1354,0,2007,0
882855949614043000,3239,100,909,0,1738,0
882855945554067000,257,2,154,0,132586,0
882855928709697000,551,12,73,0,67094,0
882855923844211000,419,0,562,0,3408,0
882855921809936000,111,14,64,0,4467,0
882855918710346000,7708,148,414,0,5726,0
882855911697470000,7708,148,414,0,5726,0
882855911659676000,158,2,1443,0,136,0
882855911198306000,8305,0,1,0,3,0
882855906974847000,924,8,475,0,3460,0
882855904445518000,3239,100,909,0,1738,0
882855901564109000,551,12,73,0,67094,0
882855895906103000,257,2,154,0,132586,0
882855894635000000,491,31,1071,0,13443,0
882855894320652000,22190,15,364,0,8580,0
882855893439844000,14,0,44,0,1774,0
882855889757065000,337,10,1370,0,7635,0
882855881372688000,2085,147,2392,0,22,0
882855877761352000,8,0,3,0,67,0
882855877094498000,20240,49,356,0,1809,0
882855877019087000,33,0,204,0,585,0
882855876876411000,821,41,2013,0,2776,0
882855874447811000,52,2,225,0,1710,0
882855873458000000,12509,10,312,0,3730,0
882855870505165000,597,26,74,0,601,0
882855863320420000,3239,100,909,0,1738,0
882855862963847000,1679,189,843,0,7,0
882855861965783000,23,2,20,0,47,0
882855861923742000,551,12,73,0,67094,0
882855861282058000,58607,164,33726,0,18621,0
882855857112920000,8602,18,162,0,24822,0
882855856886305000,6174,134,2824,0,23802,0
882855852981445000,424,20,109,0,4571,0
882855846069318000,2,0,85,0,0,0
882855842487443000,302,7,493,0,1527,0
882855842365809000,2,0,85,0,0,0
882855842118332000,257,2,154,0,132586,0
882855840457216000,53,0,141,0,1,0
882855837437440000,99,0,855,0,39,0
882855837118550000,694,96,603,0,7750,0
882855833805181000,551,12,73,0,67094,0
882855830973891000,158,2,1443,0,136,0
882855830307185000,27,0,227,0,551,0
882855830189613000,1463,61,440,0,36371,0
882855829774320000,131,4,285,0,1411,0
882855828004499000,551,12,73,0,67094,0
882855818600661000,32,5,81,0,3743,0
882855818390942000,322,4,195,0,219,0
882855817275298000,3239,100,909,0,1738,0
882855814725292000,47,0,449,0,2371,0
882855810476278000,738,14,344,0,19977,2
882855809801110000,507,182,430,0,18004,0
882855809247576000,1679,189,843,0,7,0
882855809054409000,805,128,729,0,46105,0
882855807250866000,76,2,5,0,9129,0
882855804621259000,32,0,625,0,157,0
882855800171049000,1101,67,385,0,12249,0
882855797918532000,126,2,251,0,34,0
882855795439698000,260,45,338,0,3252,0
882855792700867000,36599,376,36416,0,82863,0
882855790846952000,861,41,1916,0,12775,0
882855790171705000,673,45,433,0,132,0
882855787995034000,120,2,606,0,506,0
882855776292807000,1842,113,2775,0,16186,0
882855775533752000,277,23,243,0,387,0
882855772199059000,36599,376,36416,0,82863,0
882855771729314000,37,2,63,0,3309,0
882855771012162000,145,0,221,0,3469,0
882855768298590000,476,8,2130,0,9485,0
882855766188630000,880,120,1175,0,2195,0
882855764808708000,35,0,183,0,4930,0
882855760702701000,257,2,154,0,132586,0
882855756688630000,2,0,94,0,918,0
882855749868597000,190,12,258,0,4927,0
882855749096849000,3239,100,909,0,1738,0
882855748417573000,43,0,80,0,1714,0
882855745095520000,424,20,109,0,4571,0
882855745041056000,2111,124,33,0,63771,0
882855743266804000,1955,137,3681,0,25519,0
882855742897771000,52,2,225,0,1710,0
882855738850238000,2848,13,856,0,11823,0
882855738133144000,43,0,80,0,1714,0
882855735826285000,2,0,42,0,15,1
882855734429368000,910,386,2826,0,41127,0
882855731002712000,673,45,433,0,132,0
882855729790571000,372,18,61,0,364,2
882855718306579000,85,3,78,0,463,0
882855715882148000,533,108,1354,0,2007,0
882855711448867000,548,48,369,0,34838,0
882855708714300000,257,2,154,0,132586,0
882855705547383000,147,7,179,0,66,0
882855703806964000,718,28,251,0,8566,0
882855697628758000,43,0,80,0,1714,0
882855690162676000,8332,141,375,0,300,0
882855686954131000,3239,100,909,0,1738,1
882855683938328000,90,7,395,0,3074,0
882855674815824000,89,1,158,0,394,0
882855674312405000,19,0,59,0,326,0
882855674115269000,1457,48,889,0,19776,0
882855672135561000,4008,17,3352,0,15922,1
882855669044396000,910,386,2826,0,41127,0
882855667798639000,6656,73,5043,0,2472,0
882855664355205000,12,0,128,0,13,0
882855653252792000,1388,61,814,0,522,0
882855651617251000,257,2,154,0,132586,0
882855651524854000,53,0,115,0,38,0
882855651155649000,124,5,244,0,3667,0
882855649687859000,3557,625,2085,0,36,0
882855647863353000,1608,7,2491,0,2,0
882855647070630000,384,2,1261,0,7812,0
882855646906823000,12192,44,11004,0,34422,0
882855645875061000,3239,100,909,0,1738,0
882855633762095000,214,0,25,0,45695,0
882855633569030000,49,0,50,0,36,0
882855632663060000,326,8,338,0,5852,0
882855630741979000,45673,296,4809,0,194475,0
882855626916975000,257,2,154,0,132586,0
882855625763377000,23,7,5,0,0,0
882855622290489000,120,6,150,0,389,0
882855618947633000,4416,25,146,0,52240,0
882855617756488000,2420,145,2753,0,28899,0
882855614543679000,859,159,2164,0,3937,0
882855612723339000,3239,100,909,0,1738,0
882855605207224000,767,2,217,0,935,0
882855605039358000,673,45,433,0,132,0
882855600530510000,28,0,101,0,61,0
882855596462150000,405,1,523,0,36,0
882855595920970000,90,7,395,0,3074,0
882855593106579000,45673,296,4809,0,194475,0
882855589642195000,30,2,50,0,3,0
882855587146596000,257,2,154,0,132586,0
882855584957071000,41,0,276,0,345,0
882855584646578000,124,5,244,0,3667,0
882855571459686000,110,8,402,0,1471,0
882855563805172000,1467,6,386,0,1634,0
882855556771455000,63,0,13,0,4340,0
882855554766455000,93,2,593,0,402,0
882855554032345000,2,0,69,0,193,0
882855553243857000,2700,4,363,0,224,15
882855548160319000,190,52,707,0,1876,0
882855547803812000,657,22,52,0,78,0
882855547632013000,1632,26,398,0,28346,0
882855542313677000,58,1,182,0,835,0
882855535409627000,5905,108,1263,0,40783,3
882855531823718000,6,0,11,0,64,0
882855527310533000,45673,296,4809,0,194475,0
882855524676415000,1031,34,1073,0,573,0
882855520515666000,26542,30,9735,0,2441,0
882855520100430000,1581,25,1852,0,5,0
882855514354328000,401,24,454,0,7063,0
882855505605132000,551,12,73,0,67094,0
882855505114300000,1699,56,1201,0,864,0
882855504036287000,687,38,474,0,4940,0
882855503403069000,253,4,374,0,16437,0
882855497501516000,106734,891,955,0,92517,0
882855490438431000,53,2,15,0,136,0
882855489519964000,253,4,374,0,16437,0
882855488550879000,3,0,43,0,40,0
882855486617407000,69,8,811,0,22768,0
882855481789764000,18,0,72,0,557,0
882855481244614000,710,34,242,0,3452,0
882855479466013000,106734,891,955,0,92517,0
882855475531756000,65,2,202,0,255,0
882855473782895000,551,12,73,0,67094,0
882855471341646000,724,166,749,0,14006,0
882855462906904000,769,17,260,0,93002,1
882855460658925000,1615,60,1819,0,30269,0
882855455650980000,3812,373,4535,0,23902,0
882855455571104000,48240,128,27476,0,37115,0
882855454660977000,371,0,1858,0,5729,0
882855446326858000,1182,175,970,0,156248,0
882855436940071000,602,18,50,0,1142,0
882855429373542000,272,2,1322,0,1897,0
882855420326363000,76,2,5,0,9129,0
882855418980057000,146,29,557,0,2328,0
882855411358904000,61,0,170,0,6419,0
882855407277953000,459,37,331,0,33055,0
882855407185777000,9,0,34,0,24,0
882855406141284000,798,99,1272,0,5125,0
882855400415965000,280,3,109,0,1410,0
882855399501644000,5163,24,42,0,1650,0
882855398721671000,18,0,90,0,661,0
882855395034890000,4823,95,3701,0,1336,0
882855394963579000,289,6,537,0,5681,0
882855389896753000,1975,34,71,0,26003,0
882855387354943000,30,0,51,0,157,0
882855385098539000,551,12,73,0,67094,0
882855381541692000,55,10,83,0,13245,0
882855381021491000,2,0,53,0,0,0
882855379616453000,694,96,603,0,7750,0
882855372519649000,45,0,196,0,4032,0
882855355985797000,316,55,372,0,101345,0
882855353624298000,48240,128,27476,0,37115,0
882855350910812000,545,4,2230,0,4946,0
882855350575092000,231,46,80,0,12513,0
882855349174153000,51,0,524,0,213,0
882855347643351000,159,17,384,0,132,0
882855347194483000,6742,141,1586,0,18146,0
882855344514388000,46,3,461,0,13748,0
882855336780079000,2998,1760,4273,0,8856,0
882855332115956000,98,0,341,0,8362,0
882855329653850000,806,34,3059,0,36822,0
882855327862973000,507,182,430,0,18004,0
882855318153159000,134,0,417,0,3258,0
882855316915855000,507,182,430,0,18004,0
882855306392482000,81,1,1181,0,3472,0
882855305226465000,188,1,157,0,1682,0
882855298280677000,226,15,797,0,1464,0
882855298112684000,45673,296,4809,0,194475,0
882855285097812000,8,0,75,0,614,0
882855284317843000,27,0,145,0,152,0
882855281893441000,127,0,40,0,0,0
882855280639230000,187,9,497,0,145,0
882855274721100000,1,0,59,0,394,0
882855269079728000,3104,64,2050,0,8822,2
882855268287078000,45673,296,4809,0,194475,0
882855265216877000,533,108,1354,0,2007,0
882855265053270000,5560,7,3681,0,20187,1
882855258229101000,55,10,83,0,13245,0
882855245570753000,182,17,253,0,1058,0
882855244937527000,65,3,190,0,22842,0
882855244891402000,127,0,40,0,0,0
882855237660414000,14830,4779,14785,0,10,0
882855234183152000,862,6,808,0,61,0
882855233470190000,188,3,390,0,273,0
882855231809143000,342,48,318,0,10980,0
882855225299583000,342,48,318,0,10980,0
882855219952046000,426,11,2,0,3,0
882855216470790000,101,3,485,0,19343,0
882855213714948000,407,30,304,0,1587,0
882855213039723000,70,7,76,0,376,0
882855208325349000,465,2,822,0,3395,0
882855207788568000,1118,12,361,0,1926,1
882855203002888000,110,1,31,0,3249,0
882855202134667000,23,0,215,0,922,0
882855197332062000,553,14,191,0,5,0
882855194152784000,11592,45,104,1,1444,0
882855191388734000,546,33,293,0,7638,0
882855189874582000,465,189,242,0,74679,0
882855189656490000,4500,127,1998,0,12850,0
882855188008129000,132,18,545,0,1542,0
882855181280346000,673,45,433,0,132,0
882855180470854000,2998,1760,4273,0,8856,0
882855176473899000,57,0,89,0,1588,0
882855175383269000,10636,28,10220,0,3496,0
882855174615646000,134,0,417,0,3258,0
882855173260845000,984,7,301,0,4132,0
882855170203308000,11,7,8,0,0,0
882855165807571000,4,0,117,0,39,0
882855165002252000,234,9,290,0,25737,0
882855161051324000,394,1,446,0,161,0
882855157922267000,36599,376,36416,0,82863,0
882855156475363000,75,0,279,0,1044,0
882855154206347000,352,5,2257,0,2,0
882855152713032000,617,2,3816,0,5196,0
882855145976902000,1792,70,594,0,12,0
882855143481520000,159,12,398,0,13956,0
882855138989404000,681,16,1190,0,24439,0
882855134635622000,2508,15,574,0,11853,0
882855132169355000,687,38,474,0,4940,0
882855132026642000,36599,376,36416,0,82863,0
882855122472128000,143,24,204,0,179,0
882855120123425000,98,0,283,0,3564,0
882855116469977000,874,52,427,0,54,0
882855115396403000,32,1,98,0,0,0
882855112644772000,12107,40,7843,0,14785,0
882855106496082000,181,6,1359,0,895,0
882855105111839000,150,15,557,0,4204,0
882855093229339000,304,71,98,0,65569,0
882855093045010000,162,2,436,0,6480,0
882855086606754000,9,0,63,0,722,0
882855085889466000,21,0,22,0,15,0
882855085520421000,1,0,80,0,28,0
882855080986198000,1792513,3756,970,1,273,4
882855077244846000,504,26,767,0,4591,0
882855071708570000,0,0,35,0,3,0
882855069829349000,449,3,931,0,60,0
882855065568018000,289,6,537,0,5681,0
882855056931824000,507,182,430,0,18004,0
882855053714874000,21,0,205,0,1632,0
882855040863658000,2,0,109,0,11,0
882855037034049000,247,20,261,0,11034,0
882855027529793000,353,46,343,0,11244,0
882855027307500000,126,5,347,0,26,0
882855023280927000,45673,296,4809,0,194475,0
882855017388102000,644,13,238,0,7037,0
882855011373461000,87,2,110,0,52212,0
882855010865787000,507,182,430,0,18004,0
882855007158129000,46,1,137,0,639,0
882855004666605000,673,45,433,0,132,0
882854999453163000,43,1,75,0,91,0
882854984525558000,10636,28,10220,0,3496,0
882854981149184000,15659,41,13809,0,4733,0
882854978477478000,111,0,166,0,1156,0
882854977856733000,108,0,98,0,198,0
882854975793021000,507,182,430,0,18004,0
882854974501171000,1575,174,2311,0,76,0
882854970894189000,656,35,1342,0,10388,0
882854969514185000,76,2,5,0,9129,0
882854967844929000,1132,67,2004,0,7134,0
882854965668061000,371,7,44,0,1915,0
882854964472693000,17374,49,1263,0,12705,1
882854964439208000,15,0,79,0,564,0
882854963293979000,45986,158,534,1,5007,35
882854952044970000,45673,296,4809,0,194475,0
882854951126418000,151,1,435,0,3804,0
882854941278315000,166,1,109,0,4920,0
882854940946858000,439,7,732,0,3478,0
882854939831050000,213,21,1284,0,420,0
882854937922642000,88,14,125,0,577,0
882854927927607000,543,22,1429,0,35684,0
882854925075595000,1575,174,2311,0,76,0
882854924387836000,404,7,437,0,3641,0
882854920193401000,1560,67,991,0,23543,0
882854917806985000,81,1,1181,0,3472,0
882854911536382000,10792,84,3237,0,1322,0
882854904422834000,248,0,118,0,111,0
882854895954604000,847,14,399,0,6362,0
882854890896314000,1615,60,1819,0,30269,0
882854885879947000,12922,1029,84,0,51,0
882854883900228000,81,1,1181,0,3472,0
882854883665334000,29,0,123,0,3215,2
882854877356892000,7500,165,179,0,23188,0
882854875008127000,4450,128,778,0,1114,0
882854874840420000,126,12,192,0,623,0
882854873212912000,504,5,850,0,720,0
882854871296168000,22,0,107,0,21,0
882854864245727000,214,0,25,0,45695,0
882854861360046000,506,27,155,0,7496,0
882854855575978000,592,61,601,0,25063,0
882854850333221000,6895,84,3708,0,30396,0
882854837708141000,1805,24,119,0,1,0
882854828334043000,729,22,975,0,1295,0
882854825876230000,473,12,329,0,10373,0
882854822852018000,9,0,40,0,4,0
882854820905853000,504,5,850,0,720,0
882854815742743000,1165,50,97,0,20,0
882854811737112000,723,143,86,0,1,0
882854808679584000,132,7,97,0,5122,0
882854807710515000,37,2,35,0,2760,0
882854803696648000,1675,16,228,0,12420,0
882854799808451000,339,25,272,0,2035,1
882854783018717000,103,18,223,0,2559,0
882854774353166000,4369,142,667,0,8468,0
882854774151840000,7,0,10,0,498,0
882854769911399000,206,1,219,0,309,0
882854761300734000,76,2,5,0,9129,0
882854760667373000,47,4,62,0,3,0
882854759408914000,1316,233,2013,0,15,0
882854750575772000,512,5,1069,0,5959,0
882854746813420000,337,3,880,0,11037,0
882854742640259000,79,8,364,0,3262,0
882854741394416000,31,17,38,0,2626,0
882854737808204000,5185,284,94,0,43,0
882854732468855000,134,47,656,0,603,0
882854727641321000,986,134,1140,0,4585,0
882854726844502000,1434,0,1738,0,55,0
882854716585026000,557,57,619,0,1473,0
882854711451365000,18925,222,3584,0,39225,5
882854707546407000,88,14,125,0,577,0
882854705990423000,449,26,543,0,1144,0
882854695412400000,223,3,680,0,388,0
882854693436887000,325,17,439,0,445,1
882854678144463000,162,2,436,0,6480,0
882854674021339000,239,1,673,0,181,0
882854673748599000,12107,40,7843,0,14785,0
882854673065136000,4710,53,711,0,21749,0
882854668950528000,267,15,820,0,1837,0
882854658640724000,157,0,359,0,13,0
882854653221904000,3433,31,1046,0,14317,2
882854648910029000,4065,47,4994,0,35897,0
882854646724924000,325,14,527,0,136,0
882854646594851000,1,0,12,0,20,1
882854640861053000,14,0,29,0,54,1
882854637371445000,1,0,59,0,394,0
882854631407313000,40907,285,2471,0,539417,0
882854627359703000,143,24,204,0,179,0
882854627271741000,1,0,44,0,0,0
882854620678152000,193,68,214,0,86,0
882854618111255000,323,1,671,0,6492,0
882854617540952000,4,0,102,0,15,0
882854612683719000,18,1,252,0,787,0
882854610129437000,6570,210,834,0,3417,0
882854607705309000,7,0,173,0,142,0
882854607457669000,414,135,274,0,695,0
882854607210160000,184,0,266,0,10,0
882854606925156000,63,1,247,0,355,0
882854606497128000,12107,40,7843,0,14785,0
882854604697776000,769,17,260,0,93002,0
882854603708023000,230,21,1417,0,2329,0
882854593847190000,594,23,1382,0,2780,0
882854591980765000,2716,4,109,0,47494,0
882854585035096000,184,1,74,0,787,0
882854576826622000,2,0,53,0,0,0
882854576751354000,161,39,471,0,12987,0
882854574775841000,234,15,241,0,9061,0
882854568723456000,95,0,96,0,1557,0
882854560158503000,393,25,194,0,3203,0
882854556048085000,1955,137,3681,0,25519,0
882854555645379000,76,2,5,0,9129,1
882854555066749000,2554,56,220,0,5622,0
882854553753879000,3,0,82,0,2,0
882854552944259000,724,166,749,0,14006,0
882854551216312000,344,25,897,0,1142,0
882854547030295000,353,46,343,0,11244,0
882854543205315000,34,0,481,0,84,0
882854533931704000,3727,329,4976,0,16443,0
882854529481532000,212,0,299,0,6902,0
882854524783907000,181,5,832,0,1005,0
882854521126347000,683,325,412,0,788,0
882854513090019000,32,0,98,0,291,0
882854505187992000,241,2,16,0,438,1
882854502188986000,13091,333,205,1,4212,0
882854499970204000,18351,229,590,1,10094,20
882854497701310000,23726,534,8952,0,29260,5
882854495515885000,10,0,143,0,89,0
882854480903000000,48,0,114,0,2,0
882854479460270000,1300,16,819,0,8698,0
882854479204364000,491,11,4050,0,22822,0
882854473600606000,96,0,130,0,5,0
882854472845853000,1058,38,886,0,1778,0
882854471528841000,127,0,40,0,0,0
882854469469217000,1857,29,154,0,6678,0
882854466583634000,11337,283,8691,0,124204,0
882854461856547000,327,13,813,0,2234,0
882854447642059000,105,6,438,0,15881,0
882854447604314000,572,9,2069,0,508,0
882854445989548000,910,386,2826,0,41127,0
882854430520914000,133,0,105,0,11993,0
882854429107552000,158,2,68,0,4,0
882854423722177000,282,16,866,0,11321,0
882854421020922000,35,0,183,0,4930,0
882854420555473000,2956,67,2298,0,18699,1
882854419536019000,566,14,288,0,7369,0
882854416000406000,326,0,66,0,1973,0
882854411873251000,691,50,458,0,44698,2
882854407372714000,34,0,481,0,85,0
882854407183794000,23,5,2,0,0,0
882854405413851000,37,0,67,0,47,0
882854400124887000,49884,199,11998,0,514,1
882854398711517000,462,5,942,0,49794,0
882854398224761000,3,0,20,0,49,0
882854388678644000,414,135,274,0,695,0
882854387625861000,3664,36,321,0,4629,1
882854385323172000,1509,14,252,0,5918,0
882854378302034000,94,19,257,0,11434,0
882854377400218000,166007,821,219,1,185,1
882854377265877000,419,14,494,0,1566,0
882854372945822000,8668,131,1226,0,2091,0
882854370542539000,1114,143,1932,0,70,0
882854370160902000,299,2,196,0,34366,0
882854360140493000,294,1,47,0,4296,0
882854351156281000,20,3,48,0,29,0
882854347696218000,143,1,150,0,5278,0
882854347029201000,1,0,104,0,22,0
882854335402566000,51,1,176,0,1921,0
882854335322898000,308,7,236,0,10063,0
882854333406224000,301,20,372,0,497,0
882854330751005000,45,0,196,0,4033,0
882854330570867000,86,6,56,0,774,1
882854327701852000,300,8,413,0,585,0
882854323876540000,505,11,5002,0,6292,0
882854323314721000,2956,67,2298,0,18699,0
882854311322984000,594,23,1382,0,2780,2
882854310589215000,127,0,40,0,0,0
882854304419369000,330,4,183,0,47,0
882854303970480000,1353,148,2171,0,15885,0
882854303248941000,44142,535,2355,1,30050,0
882854300933693000,21,0,64,0,1125,0
882854298455077000,59,0,443,0,1193,0
882854293287686000,5559,65,1106,0,42344,0
882854286824059000,666,2,231,0,12462,7
882854281577103000,62621,163,17,0,1,5
882854279173743000,1467,6,386,0,1634,0
882854275839349000,289,6,537,0,5681,0
882854273792475000,34,0,481,0,85,0
882854269132694000,871,18,629,0,14450,0
882854261897310000,164,48,407,0,180,0
882854259062067000,10,0,81,0,156,0
882854258873258000,1642,10,154,0,9153,0
882854239248241000,1,0,10,0,2,0
882854239227101000,58,1,80,0,35,0
882854230347874000,9,0,23,0,5,0
882854211066749000,61,5,64,0,9659,0
882854208600502000,431,40,807,0,42131,0
882854198559220000,21,0,64,0,1125,0
882854195870573000,85,11,221,0,4542,0
882854192020210000,594,23,1382,0,2780,0
882854184541987000,2227,12,370,0,23,0
882854183975756000,279,55,729,0,32890,0
882854175549252000,14,0,204,0,338,0
882854162479940000,250,31,485,0,5438,0
882854161259287000,190,2,604,0,4629,0
882854159153861000,79,0,290,0,565,0
882854152606319000,5,0,22,0,2,0
882854150257742000,214,0,25,0,45695,0
882854149330698000,23726,534,8952,0,29260,0
882854145501385000,654,4,4994,0,2590,0
882854140895941000,558,15,875,0,1037,0
882854140661166000,44,1,167,0,47,0
882854135011328000,190,2,604,0,4629,1
882854134596198000,792,1,680,0,14,0
882854132767392000,23726,534,8952,0,29260,0
882854130569535000,328,5,968,0,5814,0
882854130527736000,14,0,61,0,33,0
882854128870801000,984,7,301,0,4132,0
882854125481939000,1058,38,886,0,1778,0
882854125322424000,3653,300,764,0,135,0
882854121107112000,356,14,1168,0,105,0
882854116661150000,175,29,428,0,11799,0
882854107664441000,910,386,2826,0,41127,0
882854106767000000,23726,534,8952,0,29260,0
882854084998570000,289,6,537,0,5681,0
882854081332687000,949,188,3278,0,2060,0
882854072541258000,6309,181,843,0,200,0
882854066757353000,683,24,132,0,26993,0
882854060650631000,38,0,77,0,105,0
882854059983512000,191,3,122,0,206,0
882854050957410000,0,0,0,0,2,0
882854046129832000,11,0,149,0,353,0
882854044385002000,127,3,250,0,134,0
882854043869229000,733,28,585,0,22360,0
882854041092473000,39,0,257,0,1,0
882854035425903000,708,1,1811,0,7115,0
882854032678691000,34747,181,6986,0,209838,0
882854032586494000,145,2,180,0,233,0
882854030858441000,412,70,998,0,78,0
882854026622124000,32,0,98,0,291,0
882854024512283000,1575,4,260,0,2156,0
882854019084976000,11,0,0,0,0,0
882854018636071000,198,2,250,0,5577,0
882854015834309000,708,1,1811,0,7115,0
882854015175975000,5544,20,4491,0,16324,0
882854012877275000,58,1,80,0,35,0
882854007961657000,594,23,1382,0,2780,0
882854007445668000,311,20,647,0,51043,0
882854006439133000,93,4,23,0,3,0
882854003519959000,186,8,386,0,873,0
882853999984099000,94,2,98,0,583,0
882853999841509000,1132,67,2004,0,7134,0
882853997610115000,371,4,1097,0,9477,0
882853997551288000,107,0,124,0,953,0
882853987501920000,162,2,436,0,6480,0
882853984440013000,289,3,192,0,154,0
882853983748051000,271,51,338,0,23852,0
882853983219569000,189,21,184,0,1263,0
882853981898367000,158,14,1341,0,3687,0
882853959307637000,712,35,1039,0,31553,0
882853952420589000,18,0,81,0,1803,0
882853939846103000,6570,210,834,0,3417,0
882853934238495000,253,0,249,0,420,0
882853931340005000,632,122,250,0,4370,0
882853930065121000,289,6,537,0,5681,0
882853928575975000,75,14,144,0,1927,0
882853923635081000,6,0,114,0,8,0
882853921345200000,71,12,135,0,1621,0
882853913820488000,215,6,4,0,79,0
882853908929855000,3693,95,3732,0,2228,0
882853905712861000,144,2,123,0,31788,0
882853904010158000,431,40,807,0,42131,0
882853902831538000,7588,109,181,0,77048,0
882853899383718000,594,23,1382,0,2780,0
882853895277396000,191,3,122,0,206,0
882853892702183000,29,0,25,0,1415,0
882853892081328000,257,81,242,0,4647,0
882853892064555000,82,2,219,0,2159,0
882853891439640000,32,0,98,0,291,0
882853887056663000,72,4,402,0,10710,0
882853878181413000,4702,24,62,0,1057,0
882853875832812000,2452,31,715,0,33747,0
882853868043981000,43,0,11,0,5327,0
882853864000504000,984,7,301,0,4132,0
882853863987888000,47,0,202,0,122,0
882853862150885000,71,0,52,0,9625,0
882853862142386000,738,14,344,0,19977,0
882853861521752000,262,33,494,0,10395,0
882853846938247000,429,8,319,0,219,0
882853840235577000,293,72,98,0,595,0
882853836733338000,4859,44,292,0,89879,3
882853834384703000,479,38,172,0,1311,0
882853827614986000,2420,145,2753,0,28899,0
882853825501155000,141,2,1059,0,218,0
882853824129450000,75,15,103,0,15153,0
882853823030608000,282,36,279,0,12204,0
882853819545027000,507,182,430,0,18004,0
882853819230462000,18,1,252,0,787,0
882853816252506000,1514,90,491,0,77759,0
882853808157720000,98,6,141,0,8876,0
882853807713116000,24,0,140,0,560,0
882853806358376000,2264,25,3546,0,15418,0
882853802528920000,18,0,138,0,1133,0
882853799035011000,1218,3,512,0,571,0
882853798166659000,45,0,196,0,4034,0
882853797609034000,11,0,30,0,1678,0
882853797541884000,3027,1,5001,0,1098,0
882853793892717000,5271,36,418,0,1735,0
882853793448067000,6867,13,2929,0,2973,1
882853791711855000,1527,28,57,0,3909,0
882853791267119000,27,0,93,0,52,0
882853790852031000,841,2,817,0,1799,0
882853788419228000,234,16,182,0,6695,0
882853784950538000,105,15,41,0,13,0
882853782324785000,20,3,48,0,29,0
882853767393235000,24,0,81,0,125,0
882853767367938000,233,4,255,0,1,0
882853766487302000,971,127,1141,0,28931,0
882853761449722000,7064,148,1389,0,102147,0
882853758551679000,289,6,537,0,5681,0
882853757901574000,29,0,36,0,207,0
882853752750842000,632,122,250,0,4370,0
882853752641696000,708,32,201,0,17479,0
882853744232280000,573,4,1215,0,37,0
882853736258744000,86,0,90,0,237,1
882853734719553000,971,127,1141,0,28931,0
882853732924277000,592,61,601,0,25063,0
882853727987581000,342,0,162,0,12,0
882853720727277000,1179,38,2103,0,15492,0
882853713341293000,11,0,29,0,1,0
882853712414204000,691,61,1279,0,5692,0
882853699948872000,2264,25,3546,0,15418,0
882853691077874000,7588,109,181,0,77048,0
882853690142474000,140,1,352,0,942,0
882853689119003000,708,32,201,0,17479,0
882853687776879000,84,5,556,0,858,0
882853671964430000,128,0,1859,0,345,0
882853671419163000,34,0,227,0,186,0
882853671196905000,2530,12,3053,0,17,0
882853662279651000,17,0,131,0,347,0
882853661952676000,381,10,603,0,809,0
882853659704304000,708,1,1811,0,7115,0
882853658454409000,304,123,192,0,950,0
882853655900111000,16,0,80,0,834,0
882853654985921000,28,0,35,0,1063,0
882853649126494000,105,15,41,0,13,0
882853635159462000,170,13,226,0,35621,0
882853634488189000,190,91,1354,0,7355,0
882853631619252000,85,3,140,0,3101,0
882853631090885000,635,5,403,0,5063,0
882853627311800000,345,21,182,0,4611,0
882853621762847000,5886,209,742,0,297,1
882853617606119000,106,0,191,0,26289,0
882853615865430000,72,4,402,0,10710,0
882853612413571000,303,31,2871,0,4230,0
882853603148542000,119,5,524,0,10724,0
882853603001590000,323,7,1180,0,9,0
882853593136718000,293,33,78,0,42089,0
882853591077147000,345,21,182,0,4611,0
882853590771028000,1046,150,1028,0,2335,0
882853588078396000,289,6,537,0,5681,0
882853586920714000,289,6,537,0,5681,0
882853586077602000,16,0,80,0,834,0
882853585507074000,183,12,135,0,33,0
882853584051724000,13,0,128,0,305,0
882853583980548000,132,4,340,0,18280,0
882853581891568000,253,2,239,0,168,0
882853577475072000,937,14,135,0,6260,2
